id,warehouse_level,warehouse_id,warehouse_size_sqm,region_type,has_WMS,has_temperature_monitoring,has_generator_backup,has_pest_control,has_security_system,staff_count,staff_trained_gdp,commodity_category,storage_requirement,criticality,volume_share_pct,year,month,storage_conditions_adequate,inventory_accuracy_pct,stock_record_up_to_date,fefo_compliance,order_fulfilment_rate_pct,orders_received_month,orders_fulfilled_complete,orders_backordered,wastage_rate_pct,expired_stock_value_usd,damaged_goods_value_usd,capacity_utilisation_pct,overflow_to_other_space,temperature_excursion_month,pest_damage_reported,theft_reported,inventory_issue,stockout_at_warehouse,facilities_affected_by_stockout,report_submitted
28,regional_warehouse,WH_0053,1670,rural,0,0,0,0,0,12,1,laboratory_reagents,cold_chain_2_8C,medium,5.0,2024,5,0,58.3,0,1,73.6,11,8,3,8.7,1546.0,14.0,63.2,0,4,0,0,FEFO_not_followed,1,5,0
29,regional_warehouse,WH_0046,2357,peri_urban,0,0,0,0,0,13,0,contraceptives,ambient,medium,8.0,2024,1,0,65.9,1,0,52.2,10,5,5,8.3,223.0,49.0,64.1,0,0,0,0,expired_stock,1,3,1
30,regional_warehouse,WH_0046,1625,peri_urban,0,0,0,0,0,10,0,malaria_commodities,ambient,high,10.0,2024,4,0,41.7,0,1,56.3,13,7,6,5.5,749.0,268.0,56.6,0,0,0,0,expired_stock,0,0,0
31,regional_warehouse,WH_0052,1715,peri_urban,0,0,0,0,0,7,0,IV_fluids,ambient,high,5.0,2022,9,1,61.7,1,0,69.4,20,13,7,20.6,745.0,254.0,60.2,0,0,0,0,understocking,0,0,1
32,regional_warehouse,WH_0045,1686,peri_urban,0,0,0,0,0,8,1,PPE_IPC_supplies,ambient,medium,4.0,2022,7,1,65.4,0,1,59.4,15,8,7,16.2,20.0,313.0,39.1,0,0,0,0,damaged_goods,1,1,0
33,regional_warehouse,WH_0066,1499,rural,0,0,0,0,1,5,1,surgical_supplies,ambient,medium,3.0,2022,8,0,57.7,0,1,36.4,14,5,9,10.9,865.0,60.0,76.0,0,0,0,1,pest_infestation,0,0,0
34,regional_warehouse,WH_0028,1363,rural,0,0,0,0,0,13,0,nutrition_commodities,ambient,medium,3.0,2024,12,1,54.3,1,0,61.5,10,6,4,21.4,968.0,458.0,70.7,0,0,0,0,understocking,0,0,1
35,regional_warehouse,WH_0091,1523,peri_urban,0,0,0,0,0,12,0,medical_devices_consumables,ambient,low,2.0,2023,9,1,54.9,1,0,55.0,17,9,8,15.4,2095.0,350.0,56.6,0,0,0,0,damaged_goods,0,0,1
36,regional_warehouse,WH_0044,1156,urban,0,0,0,0,0,12,1,controlled_substances,secure_ambient,critical,2.0,2023,8,0,60.3,1,1,45.2,20,9,11,17.7,497.0,462.0,86.7,0,0,0,0,stock_record_discrepancy,0,0,0
37,regional_warehouse,WH_0029,1602,peri_urban,0,0,0,1,0,15,0,essential_medicines,ambient,high,35.0,2023,3,1,36.5,1,0,43.1,15,6,9,18.9,1885.0,9.0,72.4,0,0,0,0,pest_infestation,0,0,1
38,regional_warehouse,WH_0037,1006,rural,0,0,0,0,0,15,0,ARVs,ambient,high,15.0,2021,9,0,68.6,1,0,37.2,7,2,5,14.3,1747.0,26.0,60.9,0,0,0,0,stock_record_discrepancy,0,0,0
39,regional_warehouse,WH_0055,1191,urban,0,0,0,0,0,15,0,vaccines,cold_chain_2_8C,critical,8.0,2022,7,0,63.3,1,1,67.3,19,12,7,22.8,78.0,119.0,75.5,0,4,0,0,expired_stock,0,0,0
40,regional_warehouse,WH_0074,2605,rural,1,1,0,0,0,11,0,laboratory_reagents,cold_chain_2_8C,medium,5.0,2023,7,1,59.4,0,1,64.8,17,11,6,17.9,532.0,155.0,70.5,0,2,0,0,stock_record_discrepancy,1,5,1
41,regional_warehouse,WH_0030,2168,urban,0,0,0,0,0,10,1,contraceptives,ambient,medium,8.0,2022,9,1,65.6,1,0,41.3,9,3,6,8.9,1601.0,17.0,84.9,0,0,0,0,temperature_excursion,0,0,1
42,regional_warehouse,WH_0021,1827,rural,0,0,0,0,0,11,0,malaria_commodities,ambient,high,10.0,2021,5,1,62.4,1,0,37.0,13,4,9,23.2,1803.0,123.0,37.9,0,0,0,0,pest_infestation,0,0,1
43,regional_warehouse,WH_0029,1173,peri_urban,0,0,1,0,0,11,0,IV_fluids,ambient,high,5.0,2024,8,1,45.0,0,0,60.9,14,8,6,14.9,0.0,6.0,89.3,0,0,0,1,understocking,0,0,1
44,regional_warehouse,WH_0021,1527,rural,0,0,0,0,0,8,0,PPE_IPC_supplies,ambient,medium,4.0,2023,6,0,36.1,0,1,37.5,20,7,13,5.3,857.0,268.0,61.2,0,0,0,0,theft_pilferage,0,0,1
45,regional_warehouse,WH_0013,1862,rural,0,0,0,1,0,12,1,surgical_supplies,ambient,medium,3.0,2023,2,1,36.2,1,0,56.4,11,6,5,21.7,558.0,28.0,78.1,0,0,0,0,dispatch_error,1,6,0
46,regional_warehouse,WH_0088,1140,peri_urban,1,0,0,0,1,14,0,nutrition_commodities,ambient,medium,3.0,2021,8,0,39.5,1,1,80.7,10,8,2,15.5,2119.0,186.0,59.3,0,0,1,0,damaged_goods,1,2,0
47,regional_warehouse,WH_0020,2060,rural,0,0,0,0,0,15,0,medical_devices_consumables,ambient,low,2.0,2024,2,0,69.7,0,0,49.5,13,6,7,24.2,367.0,287.0,51.3,0,0,0,0,stock_record_discrepancy,1,1,0
48,regional_warehouse,WH_0082,1417,rural,0,0,1,0,0,8,0,controlled_substances,secure_ambient,critical,2.0,2023,3,0,50.0,0,0,70.9,13,9,4,29.1,866.0,81.0,65.4,0,0,0,0,expired_stock,0,0,0
49,regional_warehouse,WH_0018,1870,urban,0,0,0,0,0,12,0,essential_medicines,ambient,high,35.0,2023,9,0,40.0,0,0,57.4,16,9,7,17.3,49.0,409.0,87.7,0,0,0,0,stock_record_discrepancy,0,0,0
50,regional_warehouse,WH_0075,2160,peri_urban,0,0,0,0,0,21,0,ARVs,ambient,high,15.0,2024,10,0,39.6,0,1,25.5,10,2,8,17.9,1932.0,731.0,62.6,0,0,1,0,expired_stock,1,0,0
51,regional_warehouse,WH_0019,1648,rural,0,0,0,0,0,10,0,vaccines,cold_chain_2_8C,critical,8.0,2024,11,0,58.9,0,0,34.3,19,6,13,24.6,173.0,56.0,72.5,0,2,0,0,pest_infestation,0,0,1
52,regional_warehouse,WH_0090,1594,rural,0,0,0,0,0,15,1,laboratory_reagents,cold_chain_2_8C,medium,5.0,2021,3,0,61.7,0,0,34.5,9,3,6,21.7,4649.0,284.0,77.6,0,1,0,0,damaged_goods,0,0,1
53,regional_warehouse,WH_0022,794,urban,0,0,0,0,0,8,0,contraceptives,ambient,medium,8.0,2022,3,1,41.0,1,0,28.2,12,3,9,19.7,1381.0,265.0,46.1,0,0,1,0,dispatch_error,1,0,0
54,regional_warehouse,WH_0073,1183,peri_urban,0,0,0,0,0,12,0,malaria_commodities,ambient,high,10.0,2023,10,0,60.4,1,0,75.7,9,6,3,10.9,397.0,110.0,72.6,0,0,0,0,FEFO_not_followed,1,9,1
55,regional_warehouse,WH_0028,1194,peri_urban,0,0,0,1,0,13,1,IV_fluids,ambient,high,5.0,2024,2,0,26.9,1,1,68.2,13,8,5,18.7,79.0,162.0,81.3,0,0,0,0,receiving_error,0,0,0
56,regional_warehouse,WH_0005,413,urban,0,0,0,0,0,9,0,PPE_IPC_supplies,ambient,medium,4.0,2023,10,1,59.7,0,0,53.9,17,9,8,24.0,359.0,11.0,65.0,0,0,0,0,theft_pilferage,0,0,0
57,regional_warehouse,WH_0078,1397,peri_urban,0,0,0,1,0,14,0,surgical_supplies,ambient,medium,3.0,2021,4,1,48.5,1,0,65.1,12,7,5,15.3,525.0,43.0,58.0,0,0,0,0,stock_record_discrepancy,0,0,0
58,regional_warehouse,WH_0011,453,peri_urban,0,0,0,0,0,16,0,nutrition_commodities,ambient,medium,3.0,2021,8,0,56.5,0,1,61.1,11,6,5,11.0,50.0,394.0,81.9,0,0,0,0,temperature_excursion,0,0,0
59,regional_warehouse,WH_0041,1486,peri_urban,0,0,0,0,0,15,1,medical_devices_consumables,ambient,low,2.0,2022,11,0,39.3,0,0,43.3,18,7,11,22.5,3035.0,290.0,55.2,0,0,0,0,temperature_excursion,0,0,0
60,regional_warehouse,WH_0016,1531,rural,0,0,1,0,0,6,0,controlled_substances,secure_ambient,critical,2.0,2024,8,0,49.6,0,0,77.6,15,11,4,12.4,296.0,5.0,66.4,0,0,0,0,pest_infestation,0,0,0
61,regional_warehouse,WH_0051,1635,urban,0,1,0,0,0,8,0,essential_medicines,ambient,high,35.0,2023,6,1,56.1,1,0,52.0,12,6,6,18.9,2150.0,357.0,61.1,0,0,0,0,expired_stock,0,0,0
62,regional_warehouse,WH_0023,1887,rural,0,0,0,0,0,12,0,ARVs,ambient,high,15.0,2023,4,1,72.7,1,1,52.2,11,5,6,11.4,369.0,1321.0,48.2,0,0,1,0,expired_stock,0,0,1
63,regional_warehouse,WH_0069,1713,peri_urban,1,0,0,0,0,11,0,vaccines,cold_chain_2_8C,critical,8.0,2024,1,0,63.1,0,1,65.1,17,11,6,12.0,1442.0,246.0,75.9,0,2,1,0,understocking,1,2,0
64,regional_warehouse,WH_0025,1589,rural,0,0,0,0,0,4,0,laboratory_reagents,cold_chain_2_8C,medium,5.0,2023,8,0,48.3,1,0,50.0,16,8,8,14.9,254.0,71.0,43.0,0,0,0,0,pest_infestation,0,0,1
65,regional_warehouse,WH_0092,1042,peri_urban,0,0,0,0,0,9,0,contraceptives,ambient,medium,8.0,2024,12,1,45.4,0,1,33.6,9,3,6,13.5,314.0,119.0,65.8,0,0,0,0,FEFO_not_followed,0,0,0
66,regional_warehouse,WH_0004,958,rural,0,0,0,0,0,14,0,malaria_commodities,ambient,high,10.0,2021,6,0,64.6,0,1,53.6,16,8,8,21.8,277.0,5.0,88.6,0,0,0,0,FEFO_not_followed,0,0,0
67,regional_warehouse,WH_0021,1369,peri_urban,0,0,0,0,0,15,0,IV_fluids,ambient,high,5.0,2023,8,0,81.6,1,0,58.5,10,5,5,23.6,35.0,437.0,82.8,0,0,0,0,dispatch_error,0,0,1
68,regional_warehouse,WH_0021,2215,peri_urban,0,0,0,0,0,22,0,PPE_IPC_supplies,ambient,medium,4.0,2024,1,0,61.8,0,0,44.8,28,12,16,21.3,142.0,135.0,76.1,0,0,0,0,overstocking,1,0,1
69,regional_warehouse,WH_0031,1156,peri_urban,0,0,0,0,0,7,0,surgical_supplies,ambient,medium,3.0,2021,9,0,49.1,0,0,35.6,10,3,7,16.5,642.0,349.0,64.5,0,0,0,0,stock_record_discrepancy,1,3,1
70,regional_warehouse,WH_0082,1241,urban,0,0,0,0,0,18,0,nutrition_commodities,ambient,medium,3.0,2022,1,0,57.3,0,0,64.3,13,8,5,9.0,150.0,122.0,76.6,0,0,0,0,overstocking,0,0,1
71,regional_warehouse,WH_0075,1675,urban,0,0,0,0,0,11,0,medical_devices_consumables,ambient,low,2.0,2023,4,1,54.7,1,0,44.1,14,6,8,18.5,566.0,225.0,69.9,0,0,0,0,temperature_excursion,1,17,0
72,regional_warehouse,WH_0032,1350,urban,0,0,1,0,0,9,1,controlled_substances,secure_ambient,critical,2.0,2024,4,0,59.0,0,0,40.8,10,4,6,24.5,66.0,209.0,83.7,0,0,1,0,dispatch_error,0,0,1
73,regional_warehouse,WH_0068,1365,urban,0,0,0,1,1,14,0,essential_medicines,ambient,high,35.0,2021,6,0,34.1,0,1,45.0,13,5,8,21.6,306.0,50.0,65.6,0,0,0,0,expired_stock,0,0,1
74,regional_warehouse,WH_0025,1257,rural,0,0,0,0,0,15,0,ARVs,ambient,high,15.0,2023,5,0,70.5,1,0,52.2,18,9,9,14.8,2066.0,262.0,53.5,0,0,0,0,FEFO_not_followed,1,38,1
75,regional_warehouse,WH_0016,1624,peri_urban,0,0,0,0,0,8,0,vaccines,cold_chain_2_8C,critical,8.0,2024,11,0,60.9,1,0,40.8,23,9,14,21.4,446.0,106.0,47.3,0,2,0,0,stock_record_discrepancy,0,0,1
76,regional_warehouse,WH_0076,1855,urban,0,0,0,1,0,11,0,laboratory_reagents,cold_chain_2_8C,medium,5.0,2024,5,0,48.4,0,0,52.2,19,9,10,20.3,1885.0,478.0,99.2,1,1,0,0,understocking,1,17,1
77,regional_warehouse,WH_0099,1162,urban,1,1,0,0,0,11,0,contraceptives,ambient,medium,8.0,2023,11,0,58.1,0,1,72.5,20,14,6,19.8,697.0,242.0,98.5,1,0,0,0,damaged_goods,0,0,1
78,regional_warehouse,WH_0086,1732,rural,0,0,0,0,0,8,1,malaria_commodities,ambient,high,10.0,2024,5,0,65.0,0,1,74.2,18,13,5,17.1,610.0,134.0,54.6,0,0,0,0,overstocking,0,0,0
79,regional_warehouse,WH_0047,966,urban,0,0,0,0,0,12,1,IV_fluids,ambient,high,5.0,2022,11,0,44.4,0,1,48.4,18,8,10,16.2,5586.0,14.0,54.5,0,0,0,0,FEFO_not_followed,0,0,0
80,regional_warehouse,WH_0047,1807,rural,0,0,0,0,0,8,0,PPE_IPC_supplies,ambient,medium,4.0,2023,4,0,49.7,1,0,60.8,17,10,7,19.4,4333.0,525.0,73.6,0,0,0,0,expired_stock,0,0,0
81,regional_warehouse,WH_0055,1094,peri_urban,0,0,0,0,0,10,0,surgical_supplies,ambient,medium,3.0,2024,9,0,73.6,1,1,69.0,15,10,5,10.4,627.0,137.0,66.5,0,0,0,0,stock_record_discrepancy,0,0,0
82,regional_warehouse,WH_0019,1947,rural,0,0,0,0,0,12,0,nutrition_commodities,ambient,medium,3.0,2024,5,0,48.6,1,0,39.6,15,5,10,23.0,630.0,59.0,36.3,0,0,0,0,stock_record_discrepancy,1,3,1
83,regional_warehouse,WH_0035,2095,peri_urban,0,0,0,0,0,16,0,medical_devices_consumables,ambient,low,2.0,2023,2,0,51.6,0,0,55.3,13,7,6,17.4,232.0,277.0,85.7,0,0,0,0,damaged_goods,0,0,1
84,regional_warehouse,WH_0061,1157,peri_urban,0,0,0,0,0,12,0,controlled_substances,secure_ambient,critical,2.0,2023,4,0,65.9,1,1,77.6,15,11,4,16.9,426.0,188.0,73.2,0,0,1,0,stock_record_discrepancy,1,0,1
85,regional_warehouse,WH_0086,1256,peri_urban,0,0,0,0,0,10,1,essential_medicines,ambient,high,35.0,2023,5,0,60.8,1,0,63.8,18,11,7,16.4,2080.0,117.0,72.5,0,0,0,0,FEFO_not_followed,0,0,0
86,regional_warehouse,WH_0009,555,urban,0,0,0,0,0,13,0,ARVs,ambient,high,15.0,2022,4,1,82.3,1,0,54.7,16,8,8,13.9,665.0,19.0,85.6,0,0,0,0,none,0,0,0
87,regional_warehouse,WH_0029,1947,rural,0,0,0,0,0,11,0,vaccines,cold_chain_2_8C,critical,8.0,2023,11,0,32.0,1,1,73.2,14,10,4,23.9,1077.0,143.0,62.1,0,0,0,0,overstocking,0,0,1
88,regional_warehouse,WH_0050,1194,peri_urban,0,0,0,0,0,16,0,laboratory_reagents,cold_chain_2_8C,medium,5.0,2022,6,0,45.2,1,0,37.2,14,5,9,23.7,1528.0,111.0,83.1,0,0,0,0,overstocking,0,0,1
89,regional_warehouse,WH_0073,1069,peri_urban,0,0,0,0,0,9,1,contraceptives,ambient,medium,8.0,2024,10,1,54.8,0,1,37.7,15,5,10,13.0,665.0,46.0,43.6,0,0,0,0,theft_pilferage,0,0,1
90,regional_warehouse,WH_0071,1810,peri_urban,0,0,0,0,0,13,0,malaria_commodities,ambient,high,10.0,2022,4,0,66.9,0,1,54.1,15,8,7,24.4,1173.0,413.0,49.5,0,0,0,0,FEFO_not_followed,0,0,0
91,regional_warehouse,WH_0057,1676,rural,0,0,1,0,0,10,0,IV_fluids,ambient,high,5.0,2022,7,1,67.5,1,0,71.3,11,7,4,15.1,753.0,158.0,62.5,0,0,0,0,understocking,0,0,0
92,regional_warehouse,WH_0009,1488,peri_urban,0,0,0,0,0,13,1,PPE_IPC_supplies,ambient,medium,4.0,2022,7,0,67.6,1,1,63.2,5,3,2,9.9,472.0,358.0,47.0,0,0,0,0,overstocking,1,16,0
93,regional_warehouse,WH_0092,1900,urban,0,0,0,0,0,13,0,surgical_supplies,ambient,medium,3.0,2022,9,1,49.4,1,0,74.6,11,8,3,23.3,9.0,419.0,65.2,0,0,0,0,FEFO_not_followed,0,0,0
94,regional_warehouse,WH_0028,1267,peri_urban,0,0,0,0,0,7,1,nutrition_commodities,ambient,medium,3.0,2023,12,0,44.7,1,0,23.3,10,2,8,16.2,626.0,170.0,65.1,0,0,0,0,temperature_excursion,0,0,0
95,regional_warehouse,WH_0033,1634,rural,0,0,0,0,0,9,0,medical_devices_consumables,ambient,low,2.0,2022,3,0,57.8,0,0,49.5,26,12,14,21.7,403.0,654.0,56.5,0,0,0,0,pest_infestation,1,0,0
96,regional_warehouse,WH_0087,1130,rural,1,0,0,1,0,14,0,controlled_substances,secure_ambient,critical,2.0,2023,1,0,73.4,0,0,24.3,13,3,10,8.5,20.0,179.0,45.2,0,0,0,0,expired_stock,0,0,1
97,regional_warehouse,WH_0054,2013,rural,0,0,0,0,0,10,1,essential_medicines,ambient,high,35.0,2022,10,0,47.0,0,1,66.7,12,8,4,22.0,1509.0,103.0,80.3,0,0,0,0,stock_record_discrepancy,0,0,0
98,regional_warehouse,WH_0040,1744,rural,0,0,0,0,0,13,1,ARVs,ambient,high,15.0,2021,10,0,57.7,0,0,41.9,13,5,8,19.4,715.0,186.0,53.8,0,0,0,0,FEFO_not_followed,0,0,1
99,regional_warehouse,WH_0028,2139,rural,0,0,1,0,0,14,0,vaccines,cold_chain_2_8C,critical,8.0,2024,9,0,51.5,0,0,36.7,13,4,9,18.9,2911.0,286.0,64.6,0,1,0,0,dispatch_error,0,0,0
100,regional_warehouse,WH_0091,1962,peri_urban,0,0,0,0,0,7,0,laboratory_reagents,cold_chain_2_8C,medium,5.0,2023,1,0,57.5,1,1,72.8,14,10,4,17.7,1292.0,194.0,53.5,0,1,0,1,dispatch_error,0,0,0
101,regional_warehouse,WH_0010,1380,peri_urban,0,0,0,0,0,14,0,contraceptives,ambient,medium,8.0,2022,11,1,47.4,0,0,21.3,25,5,20,20.0,116.0,181.0,65.2,0,0,0,0,dispatch_error,0,0,0
102,regional_warehouse,WH_0006,946,peri_urban,0,0,0,0,0,14,0,malaria_commodities,ambient,high,10.0,2022,9,0,57.4,1,1,59.8,13,7,6,23.0,914.0,178.0,63.9,0,0,0,0,theft_pilferage,0,0,1
103,regional_warehouse,WH_0069,2030,rural,0,1,0,0,0,13,0,IV_fluids,ambient,high,5.0,2024,1,1,54.9,0,0,67.7,11,7,4,19.1,79.0,138.0,76.1,0,0,0,0,stock_record_discrepancy,0,0,0
104,regional_warehouse,WH_0007,1921,urban,0,0,0,0,0,10,0,PPE_IPC_supplies,ambient,medium,4.0,2024,9,1,39.5,1,1,70.2,10,7,3,14.7,58.0,93.0,46.3,0,0,0,0,temperature_excursion,1,1,0
105,regional_warehouse,WH_0054,1685,rural,0,0,0,1,0,7,0,surgical_supplies,ambient,medium,3.0,2024,10,0,78.7,1,0,40.1,13,5,8,22.2,574.0,496.0,68.6,0,0,0,0,expired_stock,0,0,1
106,regional_warehouse,WH_0017,2702,peri_urban,0,0,0,0,0,10,0,nutrition_commodities,ambient,medium,3.0,2023,6,0,44.0,1,0,62.3,16,9,7,21.1,110.0,416.0,42.5,0,0,0,0,stock_record_discrepancy,1,13,1
107,regional_warehouse,WH_0002,887,urban,0,0,0,0,0,13,0,medical_devices_consumables,ambient,low,2.0,2024,6,0,69.0,0,1,58.4,17,9,8,19.6,172.0,52.0,65.6,0,0,0,0,stock_record_discrepancy,0,0,1
108,regional_warehouse,WH_0062,2043,peri_urban,0,0,0,0,0,10,0,controlled_substances,secure_ambient,critical,2.0,2024,9,1,49.6,0,1,65.0,22,14,8,23.5,590.0,41.0,47.7,0,0,1,0,damaged_goods,1,6,0
109,regional_warehouse,WH_0015,892,rural,0,0,0,0,0,9,1,essential_medicines,ambient,high,35.0,2022,10,1,51.0,0,1,57.0,13,7,6,20.0,797.0,79.0,60.3,0,0,0,0,understocking,0,0,1
110,regional_warehouse,WH_0053,990,peri_urban,0,0,0,0,0,14,0,ARVs,ambient,high,15.0,2023,2,0,67.9,1,0,48.7,10,4,6,20.8,57.0,23.0,64.1,0,0,0,1,receiving_error,0,0,0
111,regional_warehouse,WH_0004,2889,rural,0,0,0,0,0,11,1,vaccines,cold_chain_2_8C,critical,8.0,2023,4,1,47.0,0,1,27.9,17,4,13,21.9,271.0,39.0,73.8,0,3,0,0,overstocking,1,10,1
