id,warehouse_level,warehouse_id,warehouse_size_sqm,region_type,has_WMS,has_temperature_monitoring,has_generator_backup,has_pest_control,has_security_system,staff_count,staff_trained_gdp,commodity_category,storage_requirement,criticality,volume_share_pct,year,month,storage_conditions_adequate,inventory_accuracy_pct,stock_record_up_to_date,fefo_compliance,order_fulfilment_rate_pct,orders_received_month,orders_fulfilled_complete,orders_backordered,wastage_rate_pct,expired_stock_value_usd,damaged_goods_value_usd,capacity_utilisation_pct,overflow_to_other_space,temperature_excursion_month,pest_damage_reported,theft_reported,inventory_issue,stockout_at_warehouse,facilities_affected_by_stockout,report_submitted
37,national_CMS,WH_0047,3290,urban,1,1,1,1,1,34,0,essential_medicines,ambient,high,35.0,2022,2,1,59.7,0,1,76.2,55,41,14,10.0,1628.0,75.0,79.3,0,0,0,0,stock_record_discrepancy,0,0,1
38,national_CMS,WH_0046,7857,urban,1,1,1,1,1,38,1,ARVs,ambient,high,15.0,2023,1,1,93.6,0,1,91.6,47,43,4,8.1,2338.0,57.0,55.9,0,0,0,0,none,1,80,1
39,national_CMS,WH_0035,6246,urban,1,1,1,1,1,40,1,vaccines,cold_chain_2_8C,critical,8.0,2021,4,1,90.7,1,1,48.6,44,21,23,7.5,11070.0,105.0,99.2,1,2,0,0,none,0,0,1
40,national_CMS,WH_0081,3750,urban,1,1,1,1,1,33,1,laboratory_reagents,cold_chain_2_8C,medium,5.0,2024,11,1,71.7,1,1,83.8,56,46,10,15.9,6575.0,202.0,81.6,0,0,0,0,expired_stock,0,0,1
41,national_CMS,WH_0019,6481,rural,1,1,1,1,1,48,1,contraceptives,ambient,medium,8.0,2022,3,1,78.2,0,0,69.4,50,34,16,7.2,8041.0,462.0,86.1,0,0,0,0,overstocking,0,0,1
42,national_CMS,WH_0037,3273,urban,1,1,1,1,1,21,0,malaria_commodities,ambient,high,10.0,2022,7,1,96.4,1,1,83.0,55,45,10,10.3,4914.0,254.0,74.3,0,0,0,0,none,0,0,1
43,national_CMS,WH_0064,7425,rural,1,1,1,1,1,39,1,IV_fluids,ambient,high,5.0,2024,10,1,73.1,1,1,73.8,53,39,14,11.1,2432.0,1504.0,101.6,1,0,0,0,overstocking,0,0,1
44,national_CMS,WH_0056,6103,peri_urban,1,1,1,1,1,49,0,PPE_IPC_supplies,ambient,medium,4.0,2023,3,1,92.4,0,1,97.7,48,46,2,11.8,7977.0,1229.0,97.4,1,0,0,0,none,0,0,1
45,national_CMS,WH_0026,5510,peri_urban,1,1,1,1,1,43,1,surgical_supplies,ambient,medium,3.0,2022,2,1,76.0,0,1,62.7,41,25,16,6.3,4849.0,335.0,89.7,0,0,0,0,FEFO_not_followed,0,0,1
46,national_CMS,WH_0074,4993,urban,1,1,1,1,1,43,1,nutrition_commodities,ambient,medium,3.0,2024,4,1,75.3,0,0,63.7,51,32,19,8.5,6640.0,165.0,76.9,0,0,0,0,dispatch_error,0,0,1
47,national_CMS,WH_0024,8667,urban,1,1,1,1,1,35,1,medical_devices_consumables,ambient,low,2.0,2022,10,1,80.2,1,0,95.0,42,39,3,2.6,11547.0,836.0,83.8,0,0,0,0,none,0,0,0
48,national_CMS,WH_0029,5340,urban,1,1,1,1,1,42,0,controlled_substances,secure_ambient,critical,2.0,2021,3,1,87.2,1,0,71.9,40,28,12,11.3,2790.0,208.0,85.1,0,0,0,0,none,0,0,0
49,national_CMS,WH_0004,7368,peri_urban,1,1,1,1,1,39,1,essential_medicines,ambient,high,35.0,2023,7,1,90.4,0,0,97.6,46,44,2,6.6,1745.0,1077.0,86.5,0,0,0,0,none,0,0,1
50,national_CMS,WH_0028,5675,urban,1,1,1,1,1,39,1,ARVs,ambient,high,15.0,2023,1,0,80.8,1,0,64.6,51,32,19,14.9,7738.0,683.0,85.9,0,0,0,0,none,0,0,1
51,national_CMS,WH_0031,1997,urban,1,1,1,1,1,45,1,vaccines,cold_chain_2_8C,critical,8.0,2022,5,1,94.4,1,0,82.1,53,43,10,8.6,5236.0,1573.0,48.2,0,0,0,0,none,0,0,1
52,national_CMS,WH_0001,3708,peri_urban,1,1,1,1,1,44,1,laboratory_reagents,cold_chain_2_8C,medium,5.0,2023,7,1,80.6,1,0,54.0,51,27,24,9.8,5314.0,144.0,97.8,1,1,1,0,none,0,0,1
53,national_CMS,WH_0078,4788,urban,1,1,1,1,1,39,1,contraceptives,ambient,medium,8.0,2022,3,1,67.3,1,1,62.1,43,26,17,10.1,2831.0,572.0,74.9,0,0,0,0,pest_infestation,0,0,1
54,national_CMS,WH_0042,4721,rural,1,1,1,1,1,30,1,malaria_commodities,ambient,high,10.0,2023,3,1,97.9,1,0,84.2,48,40,8,5.1,5001.0,426.0,76.8,0,0,0,0,none,0,0,0
55,national_CMS,WH_0095,5490,urban,1,1,1,1,1,32,1,IV_fluids,ambient,high,5.0,2021,5,0,70.0,1,1,93.7,63,59,4,0.5,7006.0,362.0,73.0,0,0,0,0,theft_pilferage,0,0,1
56,national_CMS,WH_0053,4276,peri_urban,1,1,1,1,1,38,1,PPE_IPC_supplies,ambient,medium,4.0,2024,2,1,72.0,0,1,86.9,48,41,7,4.9,2.0,16.0,109.3,1,0,0,0,FEFO_not_followed,0,0,1
57,national_CMS,WH_0021,5090,peri_urban,1,1,1,1,1,37,1,surgical_supplies,ambient,medium,3.0,2023,6,1,76.7,1,1,81.9,59,48,11,3.2,2236.0,294.0,46.8,0,0,0,0,overstocking,0,0,1
58,national_CMS,WH_0091,833,urban,1,1,1,1,1,31,0,nutrition_commodities,ambient,medium,3.0,2022,6,1,100.0,1,1,55.7,54,30,24,5.2,2805.0,464.0,88.4,0,0,0,0,none,0,0,1
59,national_CMS,WH_0057,2183,urban,1,1,1,1,1,54,0,medical_devices_consumables,ambient,low,2.0,2024,3,1,89.9,0,1,66.0,49,32,17,5.4,570.0,489.0,98.7,1,0,0,0,none,0,0,1
60,national_CMS,WH_0091,6082,peri_urban,1,1,1,1,1,33,0,controlled_substances,secure_ambient,critical,2.0,2023,2,1,77.5,1,0,90.9,43,39,4,2.4,912.0,1289.0,99.4,1,0,0,0,receiving_error,0,0,1
61,national_CMS,WH_0092,5834,urban,1,1,1,1,1,44,1,essential_medicines,ambient,high,35.0,2022,10,1,83.1,1,1,83.0,49,40,9,15.4,148.0,92.0,56.9,0,0,0,0,overstocking,0,0,0
62,national_CMS,WH_0005,4514,urban,1,1,1,1,1,28,1,ARVs,ambient,high,15.0,2024,3,1,81.9,1,0,100.0,47,47,0,19.1,4330.0,203.0,85.4,0,0,0,0,expired_stock,0,0,1
63,national_CMS,WH_0018,6236,urban,1,1,1,1,1,44,0,vaccines,cold_chain_2_8C,critical,8.0,2022,9,1,62.4,1,1,71.4,49,34,15,9.8,14642.0,131.0,82.8,0,0,0,0,receiving_error,0,0,1
64,national_CMS,WH_0080,4842,peri_urban,1,1,1,1,1,39,0,laboratory_reagents,cold_chain_2_8C,medium,5.0,2023,10,1,86.3,1,0,65.2,48,31,17,8.2,8622.0,1191.0,63.6,0,1,0,0,none,0,0,1
65,national_CMS,WH_0073,8143,rural,1,1,1,1,1,32,1,contraceptives,ambient,medium,8.0,2023,4,0,86.0,1,1,91.2,49,44,5,8.9,2206.0,145.0,75.7,0,0,0,0,none,0,0,1
66,national_CMS,WH_0058,6067,urban,1,1,1,1,1,47,1,malaria_commodities,ambient,high,10.0,2022,9,1,88.0,1,0,100.0,45,45,0,10.7,5078.0,160.0,59.8,0,0,0,0,none,0,0,1
67,national_CMS,WH_0003,3097,peri_urban,1,1,1,1,1,46,1,IV_fluids,ambient,high,5.0,2021,11,1,89.4,1,1,92.7,58,53,5,3.2,7958.0,2324.0,71.0,0,0,0,0,none,0,0,1
68,national_CMS,WH_0075,7045,rural,1,1,1,1,1,37,1,PPE_IPC_supplies,ambient,medium,4.0,2022,4,1,73.3,0,1,57.4,54,30,24,11.9,1629.0,186.0,79.1,0,0,0,0,receiving_error,0,0,1
69,national_CMS,WH_0034,5243,urban,1,1,1,1,1,39,0,surgical_supplies,ambient,medium,3.0,2024,12,1,64.6,1,1,93.4,43,40,3,10.8,607.0,427.0,60.7,0,0,0,0,expired_stock,0,0,1
70,national_CMS,WH_0074,4739,peri_urban,1,1,1,1,1,38,1,nutrition_commodities,ambient,medium,3.0,2024,11,0,95.6,1,1,73.3,49,35,14,9.0,9868.0,1535.0,89.3,0,0,0,0,none,0,0,0
71,national_CMS,WH_0051,9371,peri_urban,1,1,1,1,1,38,1,medical_devices_consumables,ambient,low,2.0,2023,5,0,96.1,0,0,42.8,44,18,26,13.4,10613.0,415.0,87.2,0,0,0,0,none,0,0,1
72,national_CMS,WH_0097,5012,urban,1,1,1,1,1,45,1,controlled_substances,secure_ambient,critical,2.0,2022,6,1,80.6,1,1,67.6,62,41,21,10.7,7425.0,189.0,61.5,0,0,0,0,none,0,0,0
73,national_CMS,WH_0016,3349,peri_urban,1,1,1,1,1,30,0,essential_medicines,ambient,high,35.0,2022,12,0,80.9,0,0,84.8,56,47,9,12.9,9783.0,575.0,80.8,0,0,0,0,none,0,0,1
74,national_CMS,WH_0047,5960,rural,1,1,1,1,1,53,0,ARVs,ambient,high,15.0,2022,1,0,75.6,1,1,71.0,44,31,13,9.0,22259.0,761.0,87.1,0,0,0,0,overstocking,0,0,1
75,national_CMS,WH_0031,4754,peri_urban,1,1,1,1,1,37,1,vaccines,cold_chain_2_8C,critical,8.0,2024,3,0,75.0,1,1,57.9,38,22,16,4.7,9861.0,44.0,86.5,0,1,0,0,receiving_error,0,0,1
76,national_CMS,WH_0093,4225,urban,1,1,1,1,1,39,0,laboratory_reagents,cold_chain_2_8C,medium,5.0,2022,9,1,99.7,0,1,88.1,59,51,8,9.6,6035.0,114.0,73.4,0,1,0,0,none,0,0,1
77,national_CMS,WH_0045,3453,urban,1,1,1,1,1,44,1,contraceptives,ambient,medium,8.0,2021,8,1,80.3,1,1,64.2,55,35,20,6.4,11145.0,377.0,65.6,0,0,0,0,none,0,0,1
78,national_CMS,WH_0095,3317,peri_urban,1,1,1,1,1,28,1,malaria_commodities,ambient,high,10.0,2024,7,1,96.6,0,1,82.5,44,36,8,8.0,3635.0,1993.0,57.2,0,0,0,0,none,0,0,0
79,national_CMS,WH_0096,4940,urban,1,1,1,1,1,43,0,IV_fluids,ambient,high,5.0,2022,3,0,82.0,1,0,48.7,44,21,23,8.0,1502.0,1075.0,95.0,0,0,0,0,none,0,0,1
80,national_CMS,WH_0040,6832,urban,1,1,1,1,1,47,1,PPE_IPC_supplies,ambient,medium,4.0,2024,12,0,79.3,1,1,61.2,51,31,20,8.4,3949.0,136.0,107.2,1,0,0,0,expired_stock,0,0,1
81,national_CMS,WH_0098,1943,peri_urban,1,1,1,1,1,41,1,surgical_supplies,ambient,medium,3.0,2022,6,1,78.4,1,1,67.6,42,28,14,11.3,5549.0,20.0,100.4,1,0,0,1,expired_stock,0,0,1
82,national_CMS,WH_0068,6307,peri_urban,1,1,1,1,1,44,0,nutrition_commodities,ambient,medium,3.0,2023,2,1,100.0,1,1,88.9,47,41,6,8.5,1307.0,371.0,69.0,0,0,0,0,none,0,0,1
83,national_CMS,WH_0086,3294,urban,1,1,1,1,1,24,1,medical_devices_consumables,ambient,low,2.0,2023,6,1,69.1,0,1,87.0,66,57,9,8.7,2945.0,1447.0,73.3,0,0,0,0,receiving_error,0,0,1
84,national_CMS,WH_0048,6538,urban,1,1,1,1,1,45,0,controlled_substances,secure_ambient,critical,2.0,2024,6,1,81.3,1,0,62.7,47,29,18,0.5,3031.0,702.0,104.4,1,0,0,0,none,0,0,1
85,national_CMS,WH_0078,3797,rural,1,1,1,1,1,35,0,essential_medicines,ambient,high,35.0,2022,3,1,73.0,1,1,100.0,56,56,0,0.5,9195.0,280.0,69.6,0,0,0,0,understocking,0,0,1
86,national_CMS,WH_0069,4593,urban,1,1,1,1,1,44,1,ARVs,ambient,high,15.0,2021,6,1,91.6,1,1,79.6,52,41,11,11.8,1383.0,14.0,108.6,1,0,0,0,none,0,0,1
87,national_CMS,WH_0084,3821,urban,1,1,1,1,1,40,1,vaccines,cold_chain_2_8C,critical,8.0,2021,7,0,88.5,1,1,79.3,45,35,10,7.5,3301.0,274.0,75.0,0,0,0,0,none,0,0,1
88,national_CMS,WH_0008,6783,urban,1,1,1,1,1,39,1,laboratory_reagents,cold_chain_2_8C,medium,5.0,2024,6,1,81.7,1,1,85.1,45,38,7,1.3,5839.0,76.0,46.0,0,0,0,0,none,0,0,1
89,national_CMS,WH_0020,5170,urban,1,1,1,1,1,43,1,contraceptives,ambient,medium,8.0,2022,1,1,89.9,1,1,57.3,59,33,26,10.5,674.0,566.0,102.4,1,0,0,0,none,0,0,1
90,national_CMS,WH_0090,2284,peri_urban,1,1,1,1,1,37,1,malaria_commodities,ambient,high,10.0,2023,12,1,93.6,1,0,75.1,32,24,8,0.5,1960.0,16.0,76.4,0,0,0,0,none,0,0,1
91,national_CMS,WH_0034,5610,urban,1,1,1,1,1,34,0,IV_fluids,ambient,high,5.0,2024,4,1,76.4,1,0,80.9,49,39,10,11.9,4972.0,1147.0,57.9,0,0,0,0,stock_record_discrepancy,0,0,1
92,national_CMS,WH_0067,4231,peri_urban,1,1,1,1,1,48,1,PPE_IPC_supplies,ambient,medium,4.0,2023,10,1,92.9,1,1,74.1,60,44,16,9.1,2526.0,455.0,85.7,0,0,0,0,none,0,0,1
93,national_CMS,WH_0076,4214,urban,1,1,1,1,1,47,0,surgical_supplies,ambient,medium,3.0,2024,5,0,72.4,1,1,90.7,57,51,6,7.5,2931.0,203.0,90.9,0,0,0,0,overstocking,0,0,1
94,national_CMS,WH_0051,4904,peri_urban,1,1,1,1,1,49,1,nutrition_commodities,ambient,medium,3.0,2023,7,1,73.1,1,1,97.5,50,48,2,14.2,1195.0,602.0,73.9,0,0,0,0,overstocking,0,0,1
95,national_CMS,WH_0055,5077,peri_urban,1,1,1,1,1,28,1,medical_devices_consumables,ambient,low,2.0,2022,11,1,59.7,0,0,78.3,41,32,9,18.1,1227.0,291.0,71.0,0,0,0,0,pest_infestation,0,0,1
96,national_CMS,WH_0031,4677,urban,1,1,1,1,1,41,1,controlled_substances,secure_ambient,critical,2.0,2023,8,0,78.5,0,0,87.2,48,41,7,12.9,1078.0,95.0,72.0,0,0,0,0,overstocking,0,0,1
97,national_CMS,WH_0060,3847,peri_urban,1,1,1,1,1,34,1,essential_medicines,ambient,high,35.0,2023,8,1,66.6,1,1,62.3,60,37,23,3.5,3201.0,545.0,72.9,0,0,0,0,damaged_goods,1,36,1
98,national_CMS,WH_0090,6748,rural,1,1,1,1,1,45,1,ARVs,ambient,high,15.0,2023,1,1,86.0,1,1,86.3,48,41,7,10.4,5020.0,34.0,81.8,0,0,0,0,none,1,2,1
99,national_CMS,WH_0074,5190,rural,1,1,1,1,1,34,1,vaccines,cold_chain_2_8C,critical,8.0,2023,1,1,82.2,0,1,84.9,54,45,9,19.4,1258.0,91.0,91.7,0,0,0,0,FEFO_not_followed,1,60,1
100,national_CMS,WH_0008,4540,urban,1,1,1,1,1,48,1,laboratory_reagents,cold_chain_2_8C,medium,5.0,2023,2,0,100.0,1,0,81.9,58,47,11,14.8,12013.0,625.0,90.5,0,0,0,0,none,0,0,1
101,national_CMS,WH_0043,6710,urban,1,1,1,1,1,37,0,contraceptives,ambient,medium,8.0,2023,4,1,94.0,0,1,81.9,37,30,7,7.0,4642.0,5.0,97.2,1,0,0,0,none,0,0,1
102,national_CMS,WH_0039,5977,peri_urban,1,1,1,1,1,46,1,malaria_commodities,ambient,high,10.0,2022,7,1,100.0,1,0,72.7,51,37,14,15.4,1251.0,399.0,71.8,0,0,0,0,expired_stock,0,0,1
103,national_CMS,WH_0016,1341,urban,1,1,1,1,1,44,0,IV_fluids,ambient,high,5.0,2024,11,1,63.6,1,1,68.8,52,35,17,13.6,5109.0,656.0,89.6,0,0,0,0,stock_record_discrepancy,0,0,1
104,national_CMS,WH_0075,4330,peri_urban,1,1,1,1,1,43,1,PPE_IPC_supplies,ambient,medium,4.0,2023,8,1,62.2,1,1,42.4,54,22,32,15.9,1770.0,1705.0,101.6,1,0,0,0,theft_pilferage,0,0,1
105,national_CMS,WH_0004,4578,urban,1,1,1,1,1,26,1,surgical_supplies,ambient,medium,3.0,2022,9,0,81.8,1,1,93.4,57,53,4,6.8,3554.0,93.0,59.9,0,0,0,0,none,1,10,1
106,national_CMS,WH_0065,3542,urban,1,1,1,1,1,47,1,nutrition_commodities,ambient,medium,3.0,2023,7,0,91.8,1,1,86.1,64,55,9,8.4,6933.0,315.0,57.4,0,0,0,0,none,0,0,1
107,national_CMS,WH_0003,3945,urban,1,1,1,1,1,33,1,medical_devices_consumables,ambient,low,2.0,2023,3,0,76.8,0,0,64.4,53,34,19,9.1,10440.0,45.0,110.0,1,0,0,0,pest_infestation,1,7,1
108,national_CMS,WH_0001,7066,urban,1,1,1,1,1,40,0,controlled_substances,secure_ambient,critical,2.0,2022,6,1,72.9,1,1,76.2,66,50,16,14.2,72.0,269.0,100.1,1,0,0,0,understocking,0,0,1
109,national_CMS,WH_0068,4539,urban,1,1,1,1,1,30,0,essential_medicines,ambient,high,35.0,2021,8,1,82.1,0,1,52.3,54,28,26,6.9,3837.0,49.0,95.2,1,0,1,0,none,0,0,1
110,national_CMS,WH_0020,5813,peri_urban,1,1,1,1,1,49,1,ARVs,ambient,high,15.0,2022,6,0,62.5,1,0,85.2,48,40,8,11.9,9088.0,39.0,80.3,0,0,0,0,understocking,0,0,1
111,national_CMS,WH_0092,1872,peri_urban,1,1,1,1,1,35,1,vaccines,cold_chain_2_8C,critical,8.0,2024,10,0,86.3,0,0,100.0,63,63,0,9.0,4858.0,446.0,92.0,0,0,0,0,none,0,0,1
112,national_CMS,WH_0070,3776,urban,1,1,1,1,1,34,1,laboratory_reagents,cold_chain_2_8C,medium,5.0,2024,7,0,86.1,0,1,79.2,55,43,12,11.1,16601.0,1011.0,95.7,1,1,0,0,none,0,0,1
113,national_CMS,WH_0076,7116,urban,1,1,1,1,1,38,1,contraceptives,ambient,medium,8.0,2024,3,0,91.9,1,1,90.4,49,44,5,0.5,1969.0,549.0,99.0,1,0,0,0,none,0,0,1
114,national_CMS,WH_0058,5317,urban,1,1,1,1,1,36,1,malaria_commodities,ambient,high,10.0,2023,11,1,83.1,0,1,78.1,42,32,10,6.4,8524.0,1190.0,76.2,0,0,0,0,none,0,0,1
115,national_CMS,WH_0003,4765,urban,1,1,1,1,1,33,0,IV_fluids,ambient,high,5.0,2022,6,1,84.0,0,1,77.7,51,39,12,10.2,1242.0,333.0,79.8,0,0,0,0,none,0,0,1
116,national_CMS,WH_0052,4970,urban,1,1,1,1,1,41,1,PPE_IPC_supplies,ambient,medium,4.0,2023,11,1,86.4,1,1,51.4,58,29,29,6.9,5177.0,639.0,62.7,0,0,0,0,none,1,8,1
